datetime,open,high,low,close,volume
2025-05-05 00:00:00,2300.00,2304.27,2292.75,2300.00,3215
2025-05-05 01:00:00,2300.00,2303.78,2297.25,2301.69,6451
2025-05-05 02:00:00,2301.69,2310.84,2292.58,2308.68,3612
2025-05-05 03:00:00,2308.68,2311.29,2307.80,2310.58,7521
2025-05-05 04:00:00,2310.58,2315.08,2309.30,2311.86,4968
2025-05-05 05:00:00,2311.86,2317.62,2304.59,2308.88,4247
2025-05-05 06:00:00,2308.88,2312.17,2296.94,2310.87,5969
2025-05-05 07:00:00,2310.87,2324.90,2309.57,2322.07,2081
2025-05-05 08:00:00,2322.07,2331.74,2314.54,2328.51,5093
2025-05-05 09:00:00,2328.51,2339.30,2327.62,2339.28,3175
2025-05-05 10:00:00,2339.28,2346.29,2336.33,2344.54,7486
2025-05-05 11:00:00,2344.54,2353.06,2342.28,2350.84,4991
2025-05-05 12:00:00,2350.84,2355.81,2350.60,2355.68,2502
2025-05-05 13:00:00,2355.68,2356.29,2344.23,2347.45,4936
2025-05-05 14:00:00,2347.45,2358.76,2346.95,2357.01,2340
2025-05-05 15:00:00,2357.01,2366.50,2356.48,2364.14,4177
2025-05-05 16:00:00,2364.14,2375.34,2358.96,2371.24,2294
2025-05-05 17:00:00,2371.24,2372.89,2359.38,2362.78,1292
2025-05-05 18:00:00,2362.78,2366.59,2352.76,2353.98,5961
2025-05-05 19:00:00,2353.98,2359.49,2345.55,2351.23,5428
2025-05-05 20:00:00,2351.23,2352.63,2348.08,2351.45,5740
2025-05-05 21:00:00,2351.45,2357.84,2350.92,2357.14,1673
2025-05-05 22:00:00,2357.14,2365.83,2353.70,2360.35,3693
2025-05-05 23:00:00,2360.35,2367.70,2359.33,2367.59,5468
2025-05-06 00:00:00,2367.59,2368.84,2366.31,2366.58,5971
2025-05-06 01:00:00,2366.58,2374.74,2365.26,2372.33,6014
2025-05-06 02:00:00,2372.33,2378.83,2364.70,2378.70,6721
2025-05-06 03:00:00,2378.70,2380.21,2375.14,2377.55,1146
2025-05-06 04:00:00,2377.55,2398.22,2376.25,2393.42,6466
2025-05-06 05:00:00,2393.42,2401.46,2387.72,2401.02,4170
2025-05-06 06:00:00,2401.02,2414.46,2398.37,2413.28,887
2025-05-06 07:00:00,2413.28,2419.35,2412.26,2412.41,7252
2025-05-06 08:00:00,2412.41,2416.84,2408.10,2410.67,822
2025-05-06 09:00:00,2410.67,2412.55,2410.39,2411.80,3312
2025-05-06 10:00:00,2411.80,2415.07,2407.71,2414.65,6621
2025-05-06 11:00:00,2414.65,2431.55,2412.23,2422.87,6458
2025-05-06 12:00:00,2422.87,2430.41,2421.05,2428.31,5329
2025-05-06 13:00:00,2428.31,2432.54,2426.50,2428.69,832
2025-05-06 14:00:00,2428.69,2430.78,2424.36,2425.37,3294
2025-05-06 15:00:00,2425.37,2427.30,2419.58,2425.22,4056
2025-05-06 16:00:00,2425.22,2440.55,2419.57,2437.77,7698
2025-05-06 17:00:00,2437.77,2440.32,2433.49,2435.52,1606
2025-05-06 18:00:00,2435.52,2442.44,2432.38,2440.97,5602
2025-05-06 19:00:00,2440.97,2448.06,2439.51,2447.76,926
2025-05-06 20:00:00,2447.76,2449.75,2434.72,2440.51,6273
2025-05-06 21:00:00,2440.51,2444.55,2439.16,2444.52,1041
2025-05-06 22:00:00,2444.52,2462.38,2443.54,2457.81,2410
2025-05-06 23:00:00,2457.81,2462.52,2437.53,2446.67,2235
2025-05-07 00:00:00,2446.67,2456.08,2439.38,2447.98,4878
2025-05-07 01:00:00,2447.98,2451.01,2446.44,2450.87,7099
2025-05-07 02:00:00,2450.87,2454.42,2446.08,2448.54,5332
2025-05-07 03:00:00,2448.54,2456.88,2444.66,2455.88,5445
2025-05-07 04:00:00,2455.88,2459.48,2452.06,2459.10,2979
2025-05-07 05:00:00,2459.10,2463.11,2448.22,2452.00,7936
2025-05-07 06:00:00,2452.00,2461.87,2444.84,2461.78,6098
2025-05-07 07:00:00,2461.78,2471.40,2460.17,2470.43,5153
2025-05-07 08:00:00,2470.43,2482.85,2467.82,2481.17,5013
2025-05-07 09:00:00,2481.17,2498.96,2479.70,2495.66,1977
2025-05-07 10:00:00,2495.66,2502.31,2493.17,2502.12,5506
2025-05-07 11:00:00,2502.12,2506.82,2499.30,2506.78,2426
2025-05-07 12:00:00,2506.78,2511.22,2494.38,2500.77,4167
2025-05-07 13:00:00,2500.77,2512.11,2499.19,2509.16,5729
2025-05-07 14:00:00,2509.16,2518.50,2501.17,2508.32,1795
2025-05-07 15:00:00,2508.32,2511.40,2508.19,2508.67,1990
2025-05-07 16:00:00,2508.67,2510.63,2497.82,2502.92,2084
2025-05-07 17:00:00,2502.92,2504.66,2499.31,2499.41,5046
2025-05-07 18:00:00,2499.41,2506.26,2498.09,2499.18,7021
2025-05-07 19:00:00,2499.18,2517.13,2492.14,2512.63,4973
2025-05-07 20:00:00,2512.63,2515.66,2500.32,2501.11,1673
2025-05-07 21:00:00,2501.11,2502.88,2492.28,2493.93,1037
2025-05-07 22:00:00,2493.93,2504.36,2493.09,2499.47,1620
2025-05-07 23:00:00,2499.47,2517.38,2497.92,2514.09,1423
2025-05-08 00:00:00,2514.09,2524.99,2511.01,2522.23,2197
2025-05-08 01:00:00,2522.23,2522.64,2505.14,2511.66,5080
2025-05-08 02:00:00,2511.66,2513.33,2495.91,2496.50,4817
2025-05-08 03:00:00,2496.50,2507.23,2493.53,2502.93,7543
2025-05-08 04:00:00,2502.93,2503.66,2497.63,2501.16,4629
2025-05-08 05:00:00,2501.16,2502.75,2494.55,2496.51,5821
2025-05-08 06:00:00,2496.51,2507.76,2491.42,2507.60,4327
2025-05-08 07:00:00,2507.60,2521.16,2505.52,2519.68,7407
2025-05-08 08:00:00,2519.68,2528.02,2519.44,2524.65,7356
2025-05-08 09:00:00,2524.65,2531.36,2522.47,2530.31,1308
2025-05-08 10:00:00,2530.31,2538.39,2527.93,2537.41,6125
2025-05-08 11:00:00,2537.41,2554.75,2532.78,2553.40,902
2025-05-08 12:00:00,2553.40,2563.62,2552.71,2561.99,6407
2025-05-08 13:00:00,2561.99,2573.68,2559.01,2569.83,7112
