datetime,open,high,low,close,volume
2025-06-02 00:00:00,2350.00,2350.74,2348.89,2350.00,2827
2025-06-02 00:05:00,2350.00,2352.18,2347.64,2349.76,4130
2025-06-02 00:10:00,2349.76,2350.24,2347.74,2349.48,1535
2025-06-02 00:15:00,2349.48,2351.37,2347.05,2349.30,1575
2025-06-02 00:20:00,2349.30,2351.39,2348.16,2350.45,4815
2025-06-02 00:25:00,2350.45,2350.76,2349.34,2350.24,1897
2025-06-02 00:30:00,2350.24,2350.50,2344.61,2347.78,734
2025-06-02 00:35:00,2347.78,2349.18,2343.56,2348.32,787
2025-06-02 00:40:00,2348.32,2348.73,2346.85,2347.89,3423
2025-06-02 00:45:00,2347.89,2348.17,2347.51,2347.53,3164
2025-06-02 00:50:00,2347.53,2348.64,2346.00,2347.72,4400
2025-06-02 00:55:00,2347.72,2350.02,2346.88,2348.10,4327
2025-06-02 01:00:00,2348.10,2350.96,2347.14,2350.01,4928
2025-06-02 01:05:00,2350.01,2352.05,2348.23,2351.09,2731
2025-06-02 01:10:00,2351.09,2352.77,2349.99,2351.28,4993
2025-06-02 01:15:00,2351.28,2352.13,2348.43,2350.06,4144
2025-06-02 01:20:00,2350.06,2350.33,2345.19,2348.39,1606
2025-06-02 01:25:00,2348.39,2348.85,2345.88,2348.80,4917
2025-06-02 01:30:00,2348.80,2351.26,2348.72,2350.95,1950
2025-06-02 01:35:00,2350.95,2351.59,2348.86,2351.02,4240
2025-06-02 01:40:00,2351.02,2352.60,2349.66,2350.85,4063
2025-06-02 01:45:00,2350.85,2352.07,2349.03,2351.72,4788
2025-06-02 01:50:00,2351.72,2352.72,2348.67,2349.33,4872
2025-06-02 01:55:00,2349.33,2351.13,2346.89,2348.82,3036
2025-06-02 02:00:00,2348.82,2350.59,2348.57,2349.62,3344
2025-06-02 02:05:00,2349.62,2351.39,2348.72,2351.06,4445
2025-06-02 02:10:00,2351.06,2352.02,2349.54,2350.67,4920
2025-06-02 02:15:00,2350.67,2351.30,2347.26,2351.29,2360
2025-06-02 02:20:00,2351.29,2352.12,2349.49,2351.69,1233
2025-06-02 02:25:00,2351.69,2353.90,2350.04,2352.98,4119
2025-06-02 02:30:00,2352.98,2354.90,2349.65,2351.15,3022
2025-06-02 02:35:00,2351.15,2355.23,2349.94,2352.08,3496
